input,target
"tutor: This is, kind of, um, a secret, you know?","This is a secret. || Hint: Tu em va cau hoi uoi. Bo 'kind of, um' va 'you know'"
"tutor: She'll, um, she'll let us know.","She'll let us know. || Hint: Lap tu va tu em. Sua lap 'She'll', bo 'um'"
"tutor: I'm, like, um, really sorry about that.","I'm really sorry about that. || Hint: Tu em. Bo 'like, um'"
"tutor: It's, you know, uh, a bit difficult.","It's a bit difficult. || Hint: Tu em. Bo 'you know, uh'"
"tutor: He, uh, he went home early.","He went home early. || Hint: Lap tu va tu em. Sua lap 'He', bo 'uh'"
"tutor: We could, um, like, watch a movie.","We could watch a movie. || Hint: Tu em. Bo 'um, like'"
"tutor: That's, basically, uh, what I meant.","That's what I meant. || Hint: Tu thua va tu em. Bo 'basically, uh'"
"tutor: I want to, um, like, thank you all.","I want to thank you all. || Hint: Tu em. Bo 'um, like'"
"tutor: The, um, the kids are sleeping.","The kids are sleeping. || Hint: Lap tu va tu em. Sua lap 'the', bo 'um'"
"tutor: So, like, I was, um, at the park, and, uh, I saw this dog.","I was at the park, and I saw this dog. || Hint: Tu em. Bo 'So, like, um, uh'"
"tutor: She's, sort of, um, a bit upset.","She's a bit upset. || Hint: Tu em va tu thua. Bo 'sort of, um'"
"tutor: I'll, uh, literally, like, do it tomorrow.","I'll do it tomorrow. || Hint: Tu em va tu cuong ieu. Bo 'uh, literally, like'"
"tutor: It's, um, not a problem, you know?",It's not a problem. || Hint: Tu em va cau hoi uoi. Bo 'um' va 'you know'
"tutor: He's, like, you know, um, a really nice guy.","He's a really nice guy. || Hint: Tu em. Bo 'like, you know, um'"
"tutor: Can you, uh, like, stop that?","Can you stop that? || Hint: Tu em. Bo 'uh, like'"
"tutor: I have, um, I have something to say.","I have something to say. || Hint: Lap tu va tu em. Sua lap 'I have', bo 'um'"
"tutor: The, uh, the party starts at 9.","The party starts at 9. || Hint: Lap tu va tu em. Sua lap 'the', bo 'uh'"
"tutor: We're, basically, you know, um, ready to go.","We're ready to go. || Hint: Tu em va tu thua. Bo 'basically, you know, um'"
"tutor: I feel, like, um, I forgot something.","I feel like I forgot something. || Hint: Tu em. Giu 'like' vi co nghia, bo 'um'"
"tutor: She's, like, um, over there.","She's over there. || Hint: Tu em. Bo 'like, um'"
"tutor: This is, you know, um, my first time.","This is my first time. || Hint: Tu em. Bo 'you know, um'"
"tutor: We, uh, we did it!","We did it! || Hint: Lap tu va tu em. Sua lap 'We', bo 'uh'"
"tutor: I'm, kind of, like, um, not sure.","I'm not sure. || Hint: Tu em va tu thua. Bo 'kind of, like, um'"
"tutor: He, um, he called yesterday.","He called yesterday. || Hint: Lap tu va tu em. Sua lap 'He', bo 'um'"
"tutor: It's, sort of, like, um, a tradition.","It's a tradition. || Hint: Tu em va tu thua. Bo 'sort of, like, um'"
"tutor: I'll, uh, see you around, you know?",I'll see you around. || Hint: Tu em va cau hoi uoi. Bo 'uh' va 'you know'
"tutor: Can we, um, like, just go home?","Can we just go home? || Hint: Tu em. Bo 'um, like'"
"tutor: That's, literally, like, um, all I have.","That's all I have. || Hint: Tu em va tu cuong ieu. Bo 'literally, like, um'"
"tutor: She's, you know, basically, um, the one in charge.","She's the one in charge. || Hint: Tu em va tu thua. Bo 'you know, basically, um'"
"tutor: I need to, um, like, take a break.","I need to take a break. || Hint: Tu em. Bo 'um, like'"
"tutor: The, um, the coffee machine is broken.","The coffee machine is broken. || Hint: Lap tu va tu em. Sua lap 'the', bo 'um'"
"tutor: I'm, uh, literally, like, so happy right now.","I'm so happy right now. || Hint: Tu em va tu cuong ieu. Bo 'uh, literally, like'"
"tutor: He's, like, a, um, a firefighter.","He's a firefighter. || Hint: Tu em va lap tu. Bo 'like, um' va sua lap 'a'"
"tutor: We, uh, we should probably go.","We should probably go. || Hint: Lap tu va tu em. Sua lap 'We', bo 'uh'"
"tutor: This is, um, like, my first time here.","This is my first time here. || Hint: Tu em. Bo 'um, like'"
"tutor: I was, you know, um, thinking about you.","I was thinking about you. || Hint: Tu em. Bo 'you know, um'"
"tutor: It's, sort of, um, hard to say.","It's hard to say. || Hint: Tu em va tu thua. Bo 'sort of, um'"
"tutor: Can I, uh, like, sit here?","Can I sit here? || Hint: Tu em. Bo 'uh, like'"
"tutor: That's, um, that's amazing!","That's amazing! || Hint: Lap tu va tu em. Sua lap 'That's', bo 'um'"
"tutor: She'll, um, probably arrive, like, around 8.","She'll probably arrive around 8. || Hint: Tu em. Bo 'um, like'"
"tutor: We went to, uh, the, um, the beach yesterday.","We went to the beach yesterday. || Hint: Lap tu va tu em. Sua lap 'the', bo 'uh, um'"
"tutor: I'm, like, basically, um, finished.","I'm finished. || Hint: Tu em va tu thua. Bo 'like, basically, um'"
"tutor: He's, you know, um, a good friend of mine.","He's a good friend of mine. || Hint: Tu em. Bo 'you know, um'"
"tutor: So, basically, uh, we have a plan.","We have a plan. || Hint: Tu em va tu thua. Bo 'So, basically, uh'"
"tutor: I'll, um, do it later, you know?",I'll do it later. || Hint: Tu em va cau hoi uoi. Bo 'um' va 'you know'
"tutor: This is, uh, literally, like, the end.","This is the end. || Hint: Tu em va tu cuong ieu. Bo 'uh, literally, like'"
"tutor: She, uh, she lives near here.","She lives near here. || Hint: Lap tu va tu em. Sua lap 'she', bo 'uh'"
"tutor: We should, like, um, be quiet.","We should be quiet. || Hint: Tu em. Bo 'like, um'"
"tutor: I have, um, like, a lot of work.","I have a lot of work. || Hint: Tu em. Bo 'um, like'"
"tutor: The, um, the cat is on the roof.","The cat is on the roof. || Hint: Lap tu va tu em. Sua lap 'the', bo 'um'"
"tutor: It's, you know, basically, um, over.","It's over. || Hint: Tu em va tu thua. Bo 'you know, basically, um'"
"tutor: He's, like, literally, um, the CEO.","He's the CEO. || Hint: Tu em va tu cuong ieu. Bo 'like, literally, um'"
"tutor: Can I, um, have a, like, slice of cake?","Can I have a slice of cake? || Hint: Tu em. Bo 'um, like'"
"tutor: We, um, we talked about it.","We talked about it. || Hint: Lap tu va tu em. Sua lap 'We', bo 'um'"
"tutor: She's, sort of, um, my mentor.","She's my mentor. || Hint: Tu em va tu thua. Bo 'sort of, um'"
"tutor: I think, uh, I think it's ready.","I think it's ready. || Hint: Lap tu va tu em. Sua lap 'I think', bo 'uh'"
"tutor: This is, like, um, not finished yet.","This is not finished yet. || Hint: Tu em. Bo 'like, um'"
"tutor: I'll, uh, literally, like, be right there.","I'll be right there. || Hint: Tu em va tu cuong ieu. Bo 'uh, literally, like'"
"tutor: That's, you know, um, too bad.","That's too bad. || Hint: Tu em. Bo 'you know, um'"
"tutor: He went to, uh, the, like, the gym.","He went to the gym. || Hint: Lap tu va tu em. Sua lap 'the', bo 'uh, like'"
"tutor: We're, basically, you know, um, late.","We're late. || Hint: Tu em va tu thua. Bo 'basically, you know, um'"
"tutor: I was, like, um, about to call you.","I was about to call you. || Hint: Tu em. Bo 'like, um'"
"tutor: She's, you know, basically, um, an artist.","She's an artist. || Hint: Tu em va tu thua. Bo 'you know, basically, um'"
"tutor: I need to, um, like, find my phone.","I need to find my phone. || Hint: Tu em. Bo 'um, like'"
"tutor: The, uh, the report is on your desk.","The report is on your desk. || Hint: Lap tu va tu em. Sua lap 'the', bo 'uh'"
"tutor: So, um, what's the, like, the plan?","What's the plan? || Hint: Tu em va lap tu. Bo 'So, um, like' va sua lap 'the'"
"tutor: I'm, kind of, um, lost.","I'm lost. || Hint: Tu em va tu thua. Bo 'kind of, um'"
"tutor: He, uh, he didn't show up.","He didn't show up. || Hint: Lap tu va tu em. Sua lap 'He', bo 'uh'"
"tutor: We could, um, like, start over.","We could start over. || Hint: Tu em. Bo 'um, like'"
"tutor: It's, sort of, um, complicated.","It's complicated. || Hint: Tu em va tu thua. Bo 'sort of, um'"
"tutor: I'll, uh, do my best, you know?",I'll do my best. || Hint: Tu em va cau hoi uoi. Bo 'uh' va 'you know'
"tutor: That's, like, literally, um, impossible.","That's impossible. || Hint: Tu em va tu cuong ieu. Bo 'like, literally, um'"
"tutor: She's, um, like, waiting outside.","She's waiting outside. || Hint: Tu em. Bo 'um, like'"
"tutor: We, uh, we made it!","We made it! || Hint: Lap tu va tu em. Sua lap 'We', bo 'uh'"
"tutor: This is, you know, um, my house.","This is my house. || Hint: Tu em. Bo 'you know, um'"
"tutor: I'll, um, see you later, okay?",I'll see you later. || Hint: Tu em va tu thua. Bo 'um' va 'okay'
"tutor: It's, basically, uh, the only option.","It's the only option. || Hint: Tu thua va tu em. Bo 'basically, uh'"
"tutor: He's, like, um, not feeling well.","He's not feeling well. || Hint: Tu em. Bo 'like, um'"
"tutor: Can you, uh, like, open the window?","Can you open the window? || Hint: Tu em. Bo 'uh, like'"
"tutor: I have, um, like, a suggestion.","I have a suggestion. || Hint: Tu em. Bo 'um, like'"
"tutor: The, um, the dog is barking.","The dog is barking. || Hint: Lap tu va tu em. Sua lap 'the', bo 'um'"
"tutor: We're, you know, basically, um, friends.","We're friends. || Hint: Tu em va tu thua. Bo 'you know, basically, um'"
"tutor: She, uh, she said she'd be late.","She said she'd be late. || Hint: Lap tu va tu em. Sua lap 'she', bo 'uh'"
"tutor: We should, um, like, think about it.","We should think about it. || Hint: Tu em. Bo 'um, like'"
"tutor: It's, sort of, like, um, a hobby.","It's a hobby. || Hint: Tu em va tu thua. Bo 'sort of, like, um'"
"tutor: I'm, literally, like, um, starving.","I'm starving. || Hint: Tu em va tu cuong ieu. Bo 'literally, like, um'"
"tutor: That's, um, what I was looking for.",That's what I was looking for. || Hint: Tu em. Bo 'um'
"tutor: He's, you know, um, a professor.","He's a professor. || Hint: Tu em. Bo 'you know, um'"
"tutor: Can we, uh, like, talk now?","Can we talk now? || Hint: Tu em. Bo 'uh, like'"
"tutor: It was, um, it was nice meeting you.","It was nice meeting you. || Hint: Lap tu va tu em. Sua lap 'It was', bo 'um'"
"tutor: This is, like, uh, a misunderstanding.","This is a misunderstanding. || Hint: Tu em. Bo 'like, uh'"
"tutor: I'll, um, text you the address.",I'll text you the address. || Hint: Tu em. Bo 'um'
"tutor: So, you know, um, I love you.","I love you. || Hint: Tu em. Bo 'So, you know, um'"
tutor: Yesterday I went to the park. The sun is shining. I am very happy.,"Yesterday I went to the park. The sun was shining. I was very happy. || Hint: Su nhat quan ve thi (Tense consistency). Cau chuyen bat au o qua khu (Yesterday I went), nen cac cau sau cung phai dung qua khu (was) thay vi hien tai (is/am)"
tutor: Last week I visited my grandmother. She makes a delicious cake for me. I eat two slices.,"Last week I visited my grandmother. She made a delicious cake for me. I ate two slices. || Hint: Su nhat quan ve thi. Ca oan ang ke ve qua khu (Last week), do o cac ong tu phai o thi qua khu (made, ate)"
tutor: I woke up late this morning. I rush to the bus stop. The bus already leaves.,I woke up late this morning. I rushed to the bus stop. The bus had already left. || Hint: Su nhat quan ve thi. oan van ke ve sang nay (qua khu) nen can dung qua khu on va qua khu hoan thanh cho hanh ong xay ra truoc
"tutor: When I was a child, I often play in the backyard. My dog follows me everywhere.","When I was a child, I often played in the backyard. My dog followed me everywhere. || Hint: Su nhat quan ve thi. Menh e 'When I was a child' cho biet ay la thoi quen trong qua khu, phai dung thi qua khu on"
tutor: Last night we watched a horror movie. It is so scary that I can't sleep afterwards.,"Last night we watched a horror movie. It was so scary that I couldn't sleep afterwards. || Hint: Su nhat quan ve thi. Ke lai su viec em qua, cac cau sau phai ong nhat thi qua khu (was, couldn't)"
tutor: My father taught me how to ride a bike. He is very patient. I finally manage to balance.,"My father taught me how to ride a bike. He was very patient. I finally managed to balance. || Hint: Su nhat quan ve thi. Ke ve chuyen a xay ra trong qua khu, can giu thi qua khu cho tat ca ong tu"
tutor: I travelled to Da Lat two months ago. The weather is cool and pleasant. I visit many flower gardens.,I travelled to Da Lat two months ago. The weather was cool and pleasant. I visited many flower gardens. || Hint: Su nhat quan ve thi. Trang tu 'two months ago' yeu cau cac cau con lai cung dung qua khu e ke trai nghiem a qua
tutor: Our team worked on the project all week. We finish it on time. The manager is very satisfied.,"Our team worked on the project all week. We finished it on time. The manager was very satisfied. || Hint: Su nhat quan ve thi. Ngu canh bao cao cong viec a hoan thanh, can dung qua khu cho tat ca ong tu"
tutor: She opened the door and sees a stranger standing there. She screams loudly.,"She opened the door and saw a stranger standing there. She screamed loudly. || Hint: Su nhat quan ve thi. Hanh ong mo cua va thay dien ra lien tiep trong qua khu, khong uoc dung hien tai (sees, screams)"
tutor: I studied hard for the exam yesterday. The test is very difficult. I hope I pass.,"I studied hard for the exam yesterday. The test was very difficult. I hoped I would pass. || Hint: Su nhat quan ve thi. Ke ve ky thi ngay hom qua, toan bo phai dung thi qua khu, ke ca cam xuc va hy vong luc o"
tutor: Last summer my family went to Nha Trang. We swim in the sea every morning. My brother builds a sandcastle.,"Last summer my family went to Nha Trang. We swam in the sea every morning. My brother built a sandcastle. || Hint: Su nhat quan ve thi. Moc thoi gian 'last summer' cho thay tat ca hoat ong a xay ra, can chia qua khu"
tutor: The boss called a meeting at 2 p.m. He explains the new policy. We ask many questions.,"The boss called a meeting at 2 p.m. He explained the new policy. We asked many questions. || Hint: Su nhat quan ve thi. oan van tuong thuat su kien a dien ra, ong tu can la qua khu on (explained, asked)"
tutor: I had an accident while cooking. The oil suddenly catches fire. I quickly turn off the stove.,"I had an accident while cooking. The oil suddenly caught fire. I quickly turned off the stove. || Hint: Su nhat quan ve thi. oan ke lai mot tai nan a xay ra, can giu ung thi qua khu (caught, turned)"
tutor: Yesterday I saw a beautiful dress in the shop window. It costs a lot of money. I decide to save up for it.,"Yesterday I saw a beautiful dress in the shop window. It cost a lot of money. I decided to save up for it. || Hint: Su nhat quan ve thi. Tinh huong xay ra hom qua, cac ong tu chi suy nghi, trang thai luc o phai o qua khu"
"tutor: When we arrived at the airport, our flight already departs. We are very upset.","When we arrived at the airport, our flight had already departed. We were very upset. || Hint: Su nhat quan ve thi. Ke ve mot lan lo chuyen bay trong qua khu, can dung qua khu hoan thanh cho hanh ong xay ra truoc o"
tutor: My friend gave me a book for my birthday. It is a mystery novel. I read it in three days.,"My friend gave me a book for my birthday. It was a mystery novel. I read it in three days. || Hint: Su nhat quan ve thi. Su viec tang sach xay ra trong qua khu, mieu ta quyen sach luc o cung phai dung thi qua khu"
tutor: I walked into the classroom. All my classmates are talking about the exam results. I feel nervous.,"I walked into the classroom. All my classmates were talking about the exam results. I felt nervous. || Hint: Su nhat quan ve thi. Ke lai mot khoanh khac tren lop a qua, can dung qua khu tiep dien cho hanh ong ang dien ra, va qua khu on cho cam xuc"
tutor: He apologized for being late. He says the traffic was terrible. I accept his apology.,"He apologized for being late. He said the traffic had been terrible. I accepted his apology. || Hint: Su nhat quan ve thi. Loi ke gian tiep ve cuoc noi chuyen qua khu, moi ong tu phai lui thi qua khu"
tutor: Last Saturday I went fishing with my dad. We catch three big fish. Then we cook them for dinner.,"Last Saturday I went fishing with my dad. We caught three big fish. Then we cooked them for dinner. || Hint: Su nhat quan ve thi. Chuyen a xay ra thu Bay tuan truoc, cac ong tu tuong thuat eu phai o qua khu"
tutor: The power went out while I was taking a shower. I use my phone's flashlight to find a candle. It is a scary experience.,"The power went out while I was taking a shower. I used my phone's flashlight to find a candle. It was a scary experience. || Hint: Su nhat quan ve thi. oan van ke lai su co mat ien a xay ra, giu nguyen thi qua khu cho toan bo"
tutor: My mother prepared a big feast for Tet. She makes banh chung and boiled chicken. Everyone enjoys the meal.,"My mother prepared a big feast for Tet. She made banh chung and boiled chicken. Everyone enjoyed the meal. || Hint: Su nhat quan ve thi. Su kien Tet nam ngoai hoac a qua, cac ong tu chi hoat ong nau nuong va thuong thuc phai o qua khu"
"tutor: I sent her a message, but she doesn't reply. I start to worry.","I sent her a message, but she didn't reply. I started to worry. || Hint: Su nhat quan ve thi. Hanh ong gui tin nhan a hoan thanh trong qua khu nen phan ung tiep theo cung o qua khu"
tutor: The children played in the garden all afternoon. They are very exhausted. They fall asleep immediately after dinner.,"The children played in the garden all afternoon. They were very exhausted. They fell asleep immediately after dinner. || Hint: Su nhat quan ve thi. Viec choi dien ra ca buoi chieu (qua khu), trang thai met moi va ngu thiep i cung trong qua khu"
tutor: It rained heavily on our way home. We get completely soaked. I catch a cold the next day.,"It rained heavily on our way home. We got completely soaked. I caught a cold the next day. || Hint: Su nhat quan ve thi. Mua va bi uot a xay ra, can dung qua khu e ke tiep dien bien"
"tutor: At the job interview, they asked me many difficult questions. I answer them honestly. The interviewers seem impressed.","At the job interview, they asked me many difficult questions. I answered them honestly. The interviewers seemed impressed. || Hint: Su nhat quan ve thi. Phong van a dien ra roi nen toan bo cau tra loi va an tuong luc o thuoc ve qua khu"
tutor: My puppy was sick last week. I take him to the vet. The vet gives him an injection.,My puppy was sick last week. I took him to the vet. The vet gave him an injection. || Hint: Su nhat quan ve thi. Moc thoi gian 'last week' yeu cau moi ong tu sau o eu o qua khu
tutor: I was walking home when I notice a wallet on the ground. I pick it up and look inside. There is an ID card.,"I was walking home when I noticed a wallet on the ground. I picked it up and looked inside. There was an ID card. || Hint: Su nhat quan ve thi. Cau chuyen dung qua khu tiep dien cho boi canh, vay cac hanh ong tiep theo cung phai la qua khu on"
tutor: We went to the cinema last Sunday. The movie is very boring. We leave halfway through.,"We went to the cinema last Sunday. The movie was very boring. We left halfway through. || Hint: Su nhat quan ve thi. i xem phim a xay ra vao Chu nhat truoc, nhan xet va hanh ong bo ve cung phai dung qua khu"
"tutor: He graduated from university in 2020. He applies for many jobs but has no luck. Finally, he decides to start his own business.","He graduated from university in 2020. He applied for many jobs but had no luck. Finally, he decided to start his own business. || Hint: Su nhat quan ve thi. Nam 2020 la cot moc qua khu, cac chuoi su kien sau o can dung thi qua khu"
tutor: I met my best friend in kindergarten. We are in the same class. We become inseparable.,"I met my best friend in kindergarten. We were in the same class. We became inseparable. || Hint: Su nhat quan ve thi. Ke ve lan au gap go o truong mau giao, moi dien bien sau o cung la qua khu"
tutor: The teacher entered the room and the students stop talking. She starts the lesson with a quiz.,"The teacher entered the room and the students stopped talking. She started the lesson with a quiz. || Hint: Su nhat quan ve thi. ay la hanh ong lien tiep trong qua khu, 'stop' va 'starts' phai la qua khu on"
tutor: I found a nice sweater at the mall last month. It fits me perfectly. I buy it without hesitation.,"I found a nice sweater at the mall last month. It fit me perfectly. I bought it without hesitation. || Hint: Su nhat quan ve thi. Chuyen mua ao len thang truoc a hoan tat, moi ong tu mieu ta luc o phai chia qua khu"
tutor: My computer crashed while I was typing the report. I lose all my unsaved work. I have to start over.,"My computer crashed while I was typing the report. I lost all my unsaved work. I had to start over. || Hint: Su nhat quan ve thi. Ke ve mot tai nan may tinh a xay ra, mat du lieu va bat buoc lam lai eu o qua khu"
"tutor: In high school, I joined the soccer team. The coach is very strict. We train every day after class.","In high school, I joined the soccer team. The coach was very strict. We trained every day after class. || Hint: Su nhat quan ve thi. 'In high school' chi khoang thoi gian a qua, thoi quen luyen tap luc o phai dung qua khu"
tutor: The bus left just as I got to the stop. I feel frustrated. I wait twenty minutes for the next one.,"The bus left just as I got to the stop. I felt frustrated. I waited twenty minutes for the next one. || Hint: Su nhat quan ve thi. Ke lai mot lan lo xe buyt, cam xuc va cho oi tiep theo la dien bien trong qua khu"
tutor: My uncle came to visit us from Canada. He brings many gifts. We have a wonderful dinner together.,"My uncle came to visit us from Canada. He brought many gifts. We had a wonderful dinner together. || Hint: Su nhat quan ve thi. Chuyen tham a dien ra roi, mang qua va bua toi cung nam trong dip o, can dung qua khu"
tutor: I burnt the toast this morning. The kitchen fills with smoke. The fire alarm goes off.,"I burnt the toast this morning. The kitchen filled with smoke. The fire alarm went off. || Hint: Su nhat quan ve thi. Su viec xay ra sang nay  a qua, do o 'fills' va 'goes' phai la 'filled' va 'went'"
tutor: The company held a big event last Friday. All employees attend. The CEO gives a speech.,"The company held a big event last Friday. All employees attended. The CEO gave a speech. || Hint: Su nhat quan ve thi. Su kien thu Sau tuan truoc a ket thuc, tham du va phat bieu la hanh ong trong qua khu"
tutor: I learned to cook pho from my grandmother. She patiently shows me every step. It tastes just like hers now.,"I learned to cook pho from my grandmother. She patiently showed me every step. It tasted just like hers. || Hint: Su nhat quan ve thi. Hoc nau an vao mot dip qua khu, chi dan cua ba va huong vi luc o eu o qua khu"
tutor: The storm hit our town unexpectedly. The wind blows fiercely. Many trees fall down.,"The storm hit our town unexpectedly. The wind blew fiercely. Many trees fell down. || Hint: Su nhat quan ve thi. Ke ve con bao a qua, moi ong tu chi hanh ong cua gio va cay coi phai o qua khu"
tutor: She felt sick during the meeting. She excuses herself and goes to the restroom.,"She felt sick during the meeting. She excused herself and went to the restroom. || Hint: Su nhat quan ve thi. Dien bien luc hop a qua, viec cao lui va i ra ngoai cung phai o thi qua khu"
tutor: I was reading a book when my friend calls. We talk for an hour about our plans.,"I was reading a book when my friend called. We talked for an hour about our plans. || Hint: Su nhat quan ve thi. Hanh ong goi ien xen vao viec oc sach trong qua khu, cuoc noi chuyen tiep theo cung o qua khu"
"tutor: On my last birthday, my parents threw a surprise party. I am completely shocked. All my friends are there.","On my last birthday, my parents threw a surprise party. I was completely shocked. All my friends were there. || Hint: Su nhat quan ve thi. Bua tiec sinh nhat truoc a xay ra, trang thai ngac nhien va su co mat cua ban be luc o la qua khu"
tutor: The waiter dropped the tray. The plates break into pieces. The customers gasp.,"The waiter dropped the tray. The plates broke into pieces. The customers gasped. || Hint: Su nhat quan ve thi. Tai nan trong nha hang xay ra trong qua khu, chuoi su kien tiep theo phai ong nhat thi"
tutor: I attended a workshop on presentation skills. The instructor is very energetic. I learn a lot of useful tips.,"I attended a workshop on presentation skills. The instructor was very energetic. I learned a lot of useful tips. || Hint: Su nhat quan ve thi. Hoi thao a dien ra roi, tinh cach giang vien luc o va nhung gi hoc uoc eu o qua khu"
tutor: The baby cried all night. My husband and I are exhausted the next morning. We decide to call the doctor.,"The baby cried all night. My husband and I were exhausted the next morning. We decided to call the doctor. || Hint: Su nhat quan ve thi. Chuyen em be khoc em a xay ra, trang thai met moi va quyet inh goi bac si sang hom sau cung thuoc qua khu"
tutor: I woke up early and went for a jog. The streets are quiet. I enjoy the fresh air.,"I woke up early and went for a jog. The streets were quiet. I enjoyed the fresh air. || Hint: Su nhat quan ve thi. Ke lai buoi sang chay bo a dien ra, khung canh va cam nhan luc o la qua khu"
"tutor: She lost her phone at the concert. She panics and asks security for help. Luckily, someone finds it.","She lost her phone at the concert. She panicked and asked security for help. Luckily, someone found it. || Hint: Su nhat quan ve thi. Su viec mat ien thoai tai buoi hoa nhac a qua, moi hanh ong tim kiem cung phai o qua khu"
tutor: We took a taxi to the hotel. The driver is very friendly. He recommends a good local restaurant.,"We took a taxi to the hotel. The driver was very friendly. He recommended a good local restaurant. || Hint: Su nhat quan ve thi. Chuyen taxi a i roi, thai o cua tai xe va loi gioi thieu luc o can chia qua khu"
tutor: My sister baked cookies for the first time yesterday. They smell amazing. She is proud of herself.,"My sister baked cookies for the first time yesterday. They smelled amazing. She was proud of herself. || Hint: Su nhat quan ve thi. Su kien nuong banh xay ra hom qua, mui banh va niem tu hao luc o thuoc ve qua khu"
tutor: I tried to call her three times. She doesn't answer. I leave a voicemail.,"I tried to call her three times. She didn't answer. I left a voicemail. || Hint: Su nhat quan ve thi. Co gang goi ien a dien ra, khong tra loi va e lai tin nhan la chuoi hanh ong tiep theo trong qua khu"
tutor: The kids ran into the house laughing. They are very excited about the trip. They show me what they bought.,"The kids ran into the house laughing. They were very excited about the trip. They showed me what they had bought. || Hint: Su nhat quan ve thi. Bon tre a chay vao nha roi, su phan khich va khoe o mua cung nam trong qua khu"
tutor: He finished his presentation confidently. The audience claps loudly. The manager congratulates him.,"He finished his presentation confidently. The audience clapped loudly. The manager congratulated him. || Hint: Su nhat quan ve thi. Bai thuyet trinh a ket thuc, phan ung cua khan gia va sep cung xay ra ngay sau o trong qua khu"
tutor: This morning I missed the bus. I run to the office. I arrive late and my boss looks angry.,"This morning I missed the bus. I ran to the office. I arrived late and my boss looked angry. || Hint: Su nhat quan ve thi. Toan bo su viec xay ra sang nay, a qua roi nen can dung qua khu cho moi ong tu"
"tutor: He moved to Hanoi in 2019. At first, he finds it difficult to adapt. Soon, he makes many friends.","He moved to Hanoi in 2019. At first, he found it difficult to adapt. Soon, he made many friends. || Hint: Su nhat quan ve thi. Ke ve qua trinh chuyen en Ha Noi tu nam 2019, cac giai oan thich nghi eu trong qua khu"
tutor: I brought my new camera to the party. I take many photos of my friends. They pose happily.,"I brought my new camera to the party. I took many photos of my friends. They posed happily. || Hint: Su nhat quan ve thi. Bua tiec a dien ra, viec chup anh va tao dang eu la hoat ong trong qua khu"
"tutor: My phone battery died while I was navigating. I am lost for an hour. Finally, I find a gas station to ask for directions.","My phone battery died while I was navigating. I was lost for an hour. Finally, I found a gas station to ask for directions. || Hint: Su nhat quan ve thi. Su viec lac uong vi het pin a xay ra, trang thai lac va tim uoc tram xang dien ra trong qua khu"
tutor: She sang a beautiful song at the talent show. Her voice is so powerful. The judges give her a standing ovation.,"She sang a beautiful song at the talent show. Her voice was so powerful. The judges gave her a standing ovation. || Hint: Su nhat quan ve thi. Buoi bieu dien a qua, giong hat va phan ung cua giam khao luc o phai o qua khu"
tutor: I dropped my glasses and the lens cracked. I can't see clearly. I have to buy a new pair.,"I dropped my glasses and the lens cracked. I couldn't see clearly. I had to buy a new pair. || Hint: Su nhat quan ve thi. Tai nan vo kinh a xay ra, he qua khong nhin ro va viec phai mua kinh moi eu trong qua khu"
tutor: The firefighters arrived quickly. They put out the fire in ten minutes. Everyone is relieved. The owner thanks them.,"The firefighters arrived quickly. They put out the fire in ten minutes. Everyone was relieved. The owner thanked them. || Hint: Su nhat quan ve thi. Su kien chua chay a dien ra, cam xuc nhe nhom va loi cam on cung nam trong qua khu"
"tutor: I bought a lottery ticket on a whim. The next day, I check the numbers and realize I win. I couldn't believe it.","I bought a lottery ticket on a whim. The next day, I checked the numbers and realized I had won. I couldn't believe it. || Hint: Su nhat quan ve thi. Mua ve so va do ket qua eu a qua, phai dung qua khu; 'win' phai la qua khu hoan thanh vi truoc 'realized'"
tutor: Our flight was delayed for three hours. We are stuck at the airport with nothing to do. We finally board the plane at midnight.,"Our flight was delayed for three hours. We were stuck at the airport with nothing to do. We finally boarded the plane at midnight. || Hint: Su nhat quan ve thi. Su cham tre chuyen bay a xay ra, mac ket va len may bay la dien bien trong qua khu"
tutor: I read an interesting article this morning. It discusses the benefits of meditation. I try it for ten minutes and feel relaxed.,"I read an interesting article this morning. It discussed the benefits of meditation. I tried it for ten minutes and felt relaxed. || Hint: Su nhat quan ve thi. oc bai bao sang nay  a qua, noi dung bai bao va trai nghiem thien cung trong sang nay, dung qua khu"
tutor: She walked into the room and sees the mess. She immediately starts cleaning up.,"She walked into the room and saw the mess. She immediately started cleaning up. || Hint: Su nhat quan ve thi. Bat au bang 'walked' (qua khu), cac hanh ong tiep theo cung phai la qua khu (saw, started)"
tutor: We camped by the lake last weekend. The night is cold but beautiful. We see countless stars.,"We camped by the lake last weekend. The night was cold but beautiful. We saw countless stars. || Hint: Su nhat quan ve thi. Cam trai cuoi tuan truoc, ve ep em va ngam sao la trai nghiem trong qua khu"
tutor: He quit his job without a backup plan. He feels free at first. Then he realizes he needs money.,"He quit his job without a backup plan. He felt free at first. Then he realized he needed money. || Hint: Su nhat quan ve thi. Nghi viec a roi, cam giac tu do va nhan ra can tien la tam ly dien ra sau o, phai cung thi qua khu"
tutor: I opened the fridge and there is nothing to eat. I order pizza instead.,"I opened the fridge and there was nothing to eat. I ordered pizza instead. || Hint: Su nhat quan ve thi. Mo tu lanh trong qua khu, thay rong va goi pizza la hanh ong tiep noi, can qua khu"
