input,target
tutor: He shouted me from across the street.,He shouted at me from across the street. || Lỗi: Thiếu giới từ || HD: 'Shout at someone'.
tutor: I thanked him for help.,I thanked him for helping me. || Lỗi: Dạng động từ || HD: 'Thank someone for doing something'.
tutor: She accused me for stealing.,She accused me of stealing. || Lỗi: Giới từ sai || HD: 'Accuse someone of doing something'.
tutor: The teacher punished him for cheat.,The teacher punished him for cheating. || Lỗi: Dạng động từ || HD: 'Punish someone for doing something'.
tutor: I congratulated her for her promotion.,I congratulated her on her promotion. || Lỗi: Giới từ sai || HD: 'Congratulate someone on something'.
tutor: He blamed me for the mistake. (đúng),He blamed me for the mistake. || Lỗi: Không lỗi || HD: 'Blame someone for something' đúng.
tutor: I warned him about the danger. (đúng),I warned him about the danger. || Lỗi: Không lỗi || HD: 'Warn someone about something' đúng.
tutor: She reminded me for the meeting.,She reminded me of the meeting. || Lỗi: Giới từ sai || HD: 'Remind someone of something'.
tutor: I informed the news to him.,I informed him of the news. || Lỗi: Cấu trúc 'inform' || HD: 'Inform someone of something'.
tutor: He convinced me to join. (đúng),He convinced me to join. || Lỗi: Không lỗi || HD: 'Convince someone to do something'.
tutor: I persuaded her to stay. (đúng),I persuaded her to stay. || Lỗi: Không lỗi || HD: 'Persuade someone to do something'.
tutor: She advised me to wait. (đúng),She advised me to wait. || Lỗi: Không lỗi || HD: 'Advise someone to do something'.
tutor: I forbid you to go.,"I forbid you from going. (hoặc to go) || Lỗi: Giới từ || HD: 'Forbid someone from doing something' cũng được, nhưng 'forbid someone to do' cũng phổ biến."
tutor: They prevented me to enter.,They prevented me from entering. || Lỗi: Giới từ và dạng động từ || HD: 'Prevent someone from doing'.
tutor: I'm counting on you. (đúng),I'm counting on you. || Lỗi: Không lỗi || HD: 'Count on' đúng.
tutor: I ran out of money. (đúng),I ran out of money. || Lỗi: Không lỗi || HD: 'Run out of' đúng.
tutor: He put up with the noise. (đúng),He put up with the noise. || Lỗi: Không lỗi || HD: 'Put up with' đúng.
tutor: I look up to my father. (đúng),I look up to my father. || Lỗi: Không lỗi || HD: 'Look up to' đúng.
tutor: She looks down on people. (đúng),She looks down on people. || Lỗi: Không lỗi || HD: 'Look down on' đúng.
tutor: I get along with my colleagues. (đúng),I get along with my colleagues. || Lỗi: Không lỗi || HD: 'Get along with' đúng.
tutor: We came up with a solution. (đúng),We came up with a solution. || Lỗi: Không lỗi || HD: 'Come up with' đúng.
tutor: He dropped out of school. (đúng),He dropped out of school. || Lỗi: Không lỗi || HD: 'Drop out of' đúng.
tutor: I am looking for my keys. (đúng),I am looking for my keys. || Lỗi: Không lỗi || HD: 'Look for' đúng.
tutor: She takes after her mother. (đúng),She takes after her mother. || Lỗi: Không lỗi || HD: 'Take after' đúng.
tutor: He ran into an old friend. (đúng),He ran into an old friend. || Lỗi: Không lỗi || HD: 'Run into' đúng.
tutor: I will call you back. (đúng),I will call you back. || Lỗi: Không lỗi || HD: 'Call back' đúng.
tutor: Please fill out this form. (đúng),Please fill out this form. || Lỗi: Không lỗi || HD: 'Fill out' đúng.
tutor: I woke up at 6. (đúng),I woke up at 6. || Lỗi: Không lỗi || HD: 'Wake up' đúng.
tutor: I like very much English.,"I like English very much. || Lỗi: Trật tự trạng từ || HD: Trạng từ chỉ mức độ 'very much' thường đứng cuối câu hoặc sau tân ngữ, không đứng trước tân ngữ."
tutor: I want to buy a car red.,"I want to buy a red car. || Lỗi: Trật tự tính từ và danh từ || HD: Trong tiếng Anh, tính từ (red) phải đứng trước danh từ (car)."
tutor: She is teacher.,"She is a teacher. || Lỗi: Thiếu mạo từ || HD: Nghề nghiệp là danh từ đếm được số ít, cần dùng mạo từ 'a'."
tutor: Sun rises in east.,"The sun rises in the east. || Lỗi: Thiếu mạo từ || HD: Những vật duy nhất như mặt trời, phương hướng cần dùng 'the'."
tutor: I go to school by bus every day.,"I go to school by bus every day. || Lỗi: Không có lỗi || HD: Câu này đúng ngữ pháp, nhưng hãy chú ý mạo từ và giới từ."
tutor: He always is late for class.,"He is always late for class. || Lỗi: Trật tự trạng từ || HD: Trạng từ tần suất 'always' đứng sau động từ to be, trước động từ thường."
tutor: I need an information.,"I need information. || Lỗi: Sai mạo từ || HD: 'Information' là danh từ không đếm được, không dùng mạo từ 'an'."
tutor: My father works in a office.,"My father works in an office. || Lỗi: Sai mạo từ || HD: 'Office' bắt đầu bằng nguyên âm 'o', nên dùng 'an' thay vì 'a'."
tutor: She bought a dress beautiful.,She bought a beautiful dress. || Lỗi: Trật tự tính từ và danh từ || HD: Tính từ phải đứng trước danh từ: beautiful dress.
tutor: I very like English.,I like English very much. || Lỗi: Trật tự trạng từ || HD: 'Very' không đứng một mình bổ nghĩa cho động từ; dùng 'very much' ở cuối câu hoặc 'really like'.
tutor: He is a student intelligent.,"He is an intelligent student. || Lỗi: Trật tự tính từ và danh từ + mạo từ || HD: Tính từ phải đứng trước danh từ, và 'intelligent' bắt đầu nguyên âm nên dùng 'an'."
tutor: They play often football after school.,They often play football after school. || Lỗi: Trật tự trạng từ || HD: Trạng từ tần suất 'often' đứng trước động từ thường 'play'.
tutor: I have a cat black.,I have a black cat. || Lỗi: Trật tự tính từ và danh từ || HD: Tính từ màu sắc 'black' luôn đứng trước danh từ.
tutor: She goes to the bed at 10 PM.,"She goes to bed at 10 PM. || Lỗi: Sai mạo từ || HD: 'Go to bed' là cụm cố định, không dùng 'the'."
tutor: We discussed about the problem.,"We discussed the problem. || Lỗi: Dịch word-by-word || HD: 'Discuss' không đi với giới từ 'about', nói 'discuss something'."
tutor: Can you give me a advice?,"Can you give me some advice? || Lỗi: Sai mạo từ || HD: 'Advice' không đếm được, không dùng 'a'; dùng 'some advice' hoặc 'a piece of advice'."
tutor: She speaks English good.,"She speaks English well. || Lỗi: Dịch word-by-word (dùng tính từ thay trạng từ) || HD: Cần trạng từ 'well' bổ nghĩa cho động từ 'speaks', không dùng tính từ 'good'."
tutor: The life is beautiful.,Life is beautiful. || Lỗi: Sai mạo từ || HD: 'Life' nói chung không dùng mạo từ 'the'.
tutor: I am going to the work.,I am going to work. || Lỗi: Sai mạo từ || HD: 'Go to work' không dùng 'the' khi nói về việc đi làm.
tutor: He is tallest in the class.,He is the tallest in the class. || Lỗi: Thiếu mạo từ || HD: So sánh nhất luôn đi với 'the'.
tutor: I want to eat a bread.,"I want to eat some bread. || Lỗi: Sai mạo từ || HD: 'Bread' không đếm được, không dùng 'a'; có thể dùng 'some bread' hoặc 'a piece of bread'."
tutor: My sister is more tall than me.,"My sister is taller than me. || Lỗi: Dịch word-by-word (so sánh hơn sai) || HD: Tính từ ngắn 'tall' thêm '-er', không dùng 'more tall'."
tutor: She has a hair long.,She has long hair. || Lỗi: Trật tự tính từ và danh từ || HD: 'Long' đứng trước danh từ 'hair'; 'hair' thường không dùng mạo từ 'a' khi nói chung.
tutor: I saw an elephant big at the zoo.,"I saw a big elephant at the zoo. || Lỗi: Trật tự tính từ và danh từ || HD: 'Big' đứng trước 'elephant'; 'elephant' bắt đầu nguyên âm nhưng mạo từ 'an' dùng trước danh từ bắt đầu nguyên âm, còn 'big' không ảnh hưởng."
tutor: He doesn't like very much coffee.,He doesn't like coffee very much. || Lỗi: Trật tự trạng từ || HD: 'Very much' thường đứng cuối câu sau tân ngữ.
tutor: I go to school by a bus.,"I go to school by bus. || Lỗi: Sai mạo từ || HD: 'By bus' là cụm chỉ phương tiện, không có mạo từ."
tutor: She is a most beautiful girl.,"She is the most beautiful girl. || Lỗi: Sai mạo từ trong so sánh nhất || HD: So sánh nhất dùng 'the', không dùng 'a'."
tutor: Let's go to a cinema.,"Let's go to the cinema. || Lỗi: Sai mạo từ || HD: 'The cinema' được hiểu là rạp chiếu phim nói chung, dùng 'the'."
tutor: I have much books.,"I have many books. || Lỗi: Dịch word-by-word (dùng 'much' sai) || HD: 'Books' đếm được nên dùng 'many', không dùng 'much'."
tutor: He arrived at the home late.,He arrived home late. || Lỗi: Sai mạo từ || HD: 'Arrive home' không cần mạo từ; 'at the home' sai ngữ pháp.
tutor: I like a music.,"I like music. || Lỗi: Sai mạo từ || HD: 'Music' không đếm được, không dùng 'a'."
tutor: She put the salt too much.,She put too much salt. || Lỗi: Trật tự từ (word-by-word) || HD: 'Too much' đứng trước danh từ không đếm được 'salt'.
tutor: I am going to a university.,"I am going to university. || Lỗi: Sai mạo từ || HD: 'Go to university' (học đại học) thường không dùng mạo từ; nếu có mạo từ 'a university' là đến khuôn viên, tùy ngữ cảnh."
tutor: The students are in the classroom 5.,"The students are in classroom 5. || Lỗi: Sai mạo từ || HD: Khi phòng có số thứ tự, không dùng 'the' trước 'classroom'."
tutor: He is a man kind.,He is a kind man. || Lỗi: Trật tự tính từ và danh từ || HD: Tính từ 'kind' đứng trước danh từ 'man'.
tutor: I go to the school every day.,"I go to school every day. || Lỗi: Sai mạo từ || HD: 'Go to school' nghĩa là đi học, không dùng 'the'."
tutor: My mother is cooking a dinner.,"My mother is cooking dinner. || Lỗi: Sai mạo từ || HD: Các bữa ăn (breakfast, lunch, dinner) thường không dùng mạo từ trừ khi có tính từ."
tutor: She has a blue eyes.,She has blue eyes. || Lỗi: Sai mạo từ || HD: 'Eyes' số nhiều không dùng 'a'; dùng 'blue eyes' không mạo từ.
tutor: I visited a London last year.,I visited London last year. || Lỗi: Sai mạo từ || HD: Tên thành phố không dùng mạo từ 'a'.
tutor: He is a engineer.,He is an engineer. || Lỗi: Thiếu mạo từ đúng || HD: 'Engineer' bắt đầu nguyên âm nên dùng 'an'.
tutor: She is the best student of a class.,"She is the best student in the class. || Lỗi: Sai mạo từ và giới từ || HD: 'The best in the class', dùng 'the' cho danh từ xác định."
tutor: We had a fun at the party.,"We had fun at the party. || Lỗi: Sai mạo từ || HD: 'Fun' không đếm được, không dùng 'a'."
tutor: I have an uncle who is doctor.,I have an uncle who is a doctor. || Lỗi: Thiếu mạo từ || HD: Nghề nghiệp 'doctor' cần 'a'.
tutor: I would like a water.,"I would like some water. || Lỗi: Sai mạo từ || HD: 'Water' không đếm được, dùng 'some water' hoặc 'a glass of water'."
tutor: He is good at play football.,"He is good at playing football. || Lỗi: Dịch word-by-word (thiếu dạng V-ing sau giới từ) || HD: Sau giới từ 'at', động từ phải ở dạng V-ing."
tutor: She arrived at the airport in 5 o'clock.,She arrived at the airport at 5 o'clock. || Lỗi: Dịch word-byword (sai giới từ) || HD: Dùng 'at' cho giờ cụ thể.
tutor: I must to go now.,I must go now. || Lỗi: Dịch word-by-word (thêm 'to' sau động từ khuyết thiếu) || HD: Sau 'must' là động từ nguyên thể không 'to'.
tutor: The dog of my friend is cute.,My friend's dog is cute. || Lỗi: Dịch word-by-word (sở hữu) || HD: Dùng sở hữu cách 's thay vì cấu trúc 'the... of...' trong nhiều trường hợp.
tutor: He is a person very nice.,"He is a very nice person. || Lỗi: Trật tự trạng từ và tính từ || HD: 'Very' bổ nghĩa cho 'nice' phải đứng trước tính từ, và cụm tính từ đứng trước danh từ."
tutor: They are married since 2010.,"They have been married since 2010. || Lỗi: Dịch word-by-word (thiếu thì hoàn thành) || HD: Với 'since', cần dùng thì hiện tại hoàn thành."
tutor: I live in a apartment small.,I live in a small apartment. || Lỗi: Trật tự tính từ và danh từ || HD: 'Small' đứng trước 'apartment'.
tutor: The man is wearing a hat red.,The man is wearing a red hat. || Lỗi: Trật tự tính từ và danh từ || HD: 'Red' phải đứng trước 'hat'.
tutor: He drives always carefully.,He always drives carefully. || Lỗi: Trật tự trạng từ || HD: 'Always' đứng trước động từ thường 'drives'.
tutor: I have never been to the Paris.,I have never been to Paris. || Lỗi: Sai mạo từ || HD: Tên thành phố không dùng 'the'.
tutor: She reads often books.,She often reads books. || Lỗi: Trật tự trạng từ || HD: 'Often' đứng trước động từ thường 'reads'.
tutor: This is a idea good.,This is a good idea. || Lỗi: Trật tự tính từ và danh từ || HD: Tính từ 'good' đứng trước danh từ 'idea'.
tutor: I have a news for you.,"I have some news for you. || Lỗi: Sai mạo từ || HD: 'News' không đếm được, không dùng 'a'."
tutor: He is a honest man.,"He is an honest man. || Lỗi: Sai mạo từ || HD: 'Honest' bắt đầu âm câm 'h', phát âm nguyên âm, dùng 'an'."
tutor: I went to the hospital because I was sick.,I went to hospital because I was sick. (British English) hoặc I went to the hospital... (American English). || Lỗi: Sai mạo từ (tùy biến thể tiếng Anh) || HD: Tiếng Anh-Anh thường nói 'went to hospital' không mạo từ; tiếng Anh-Mỹ dùng 'the hospital'.
"tutor: Give me a pen, please. I need a one.","Give me a pen, please. I need one. || Lỗi: Sai mạo từ || HD: 'One' là đại từ thay thế, không cần mạo từ 'a'."
tutor: He runs fastly.,"He runs fast. || Lỗi: Dịch word-by-word (thêm -ly không đúng) || HD: 'Fast' vừa là tính từ vừa là trạng từ, không có dạng 'fastly'."
tutor: My brother has a car new.,My brother has a new car. || Lỗi: Trật tự tính từ và danh từ || HD: 'New' đứng trước 'car'.
tutor: I don't know nothing about it.,"I don't know anything about it. || Lỗi: Dịch word-by-word (phủ định kép) || HD: Trong tiếng Anh, không dùng phủ định kép: 'don't know anything'."
tutor: She is more pretty than her sister.,She is prettier than her sister. || Lỗi: Dịch word-by-word (so sánh hơn) || HD: Tính từ hai âm tiết kết thúc 'y' chuyển thành 'ier'.
tutor: I am liking this song.,"I like this song. || Lỗi: Dịch word-by-word (dùng tiếp diễn cho động từ trạng thái) || HD: 'Like' là động từ chỉ trạng thái, không dùng thì tiếp diễn."
tutor: We had a good time in the beach.,We had a good time at the beach. || Lỗi: Dịch word-by-word (sai giới từ) || HD: 'At the beach' là giới từ đúng.
tutor: He is working in a office big.,He is working in a big office. || Lỗi: Trật tự tính từ và danh từ || HD: Tính từ 'big' đứng trước danh từ 'office'.
tutor: I like to play guitar.,I like to play the guitar. || Lỗi: Thiếu mạo từ || HD: Nhạc cụ thường dùng 'the': play the guitar.
tutor: He is the most intelligent from all.,"He is the most intelligent of all. || Lỗi: Dịch word-by-word (sai giới từ) || HD: 'Of all' mới đúng, không dùng 'from'."
tutor: I didn't see nobody.,"I didn't see anybody. || Lỗi: Dịch word-by-word (phủ định kép) || HD: Phủ định kép không dùng trong tiếng Anh, phải dùng 'anybody'."
tutor: She always be happy.,"She is always happy. || Lỗi: Dịch word-by-word (sai dạng động từ to be với trạng từ) || HD: 'She is always happy', động từ 'to be' chia theo chủ ngữ."
tutor: I will go to home.,I will go home. || Lỗi: Sai mạo từ/giới từ || HD: 'Go home' không dùng 'to' hay 'the'.
tutor: It is a cat of my friend.,It is my friend's cat. || Lỗi: Dịch word-by-word (sở hữu) || HD: Dùng sở hữu cách 's.
tutor: She can to swim very well.,She can swim very well. || Lỗi: Dịch word-by-word (thêm 'to' sau động từ khuyết) || HD: Sau 'can' là động từ nguyên thể không 'to'.
tutor: They are of the same age.,They are the same age. || Lỗi: Dịch word-by-word (thêm 'of') || HD: 'To be the same age' không cần 'of'.
tutor: I have a luggage.,"I have some luggage. || Lỗi: Sai mạo từ || HD: 'Luggage' không đếm được, không dùng 'a'."
tutor: He is taller than any student in his class. (đúng),"He is taller than any other student in his class. || Lỗi: Thiếu 'other' || HD: Khi so sánh trong cùng nhóm, cần 'any other' để loại bỏ chính mình."
tutor: I need to buy a furniture.,"I need to buy furniture. hoặc a piece of furniture. || Lỗi: Sai mạo từ || HD: 'Furniture' không đếm được, không dùng 'a'."
tutor: She goes to the church every Sunday.,"She goes to church every Sunday. || Lỗi: Sai mạo từ || HD: 'Go to church' là đi lễ, không dùng 'the'."
tutor: My house is at the city center.,My house is in the city center. || Lỗi: Dịch word-by-word (sai giới từ) || HD: 'In the city center' mới đúng.
tutor: I had a accident yesterday.,"I had an accident yesterday. || Lỗi: Sai mạo từ || HD: 'Accident' bắt đầu nguyên âm, dùng 'an'."
tutor: He can speak English fluent.,He can speak English fluently. || Lỗi: Dịch word-by-word (dùng tính từ thay trạng từ) || HD: Dùng trạng từ 'fluently' bổ nghĩa cho động từ 'speak'.
tutor: I want to make a cake delicious.,I want to make a delicious cake. || Lỗi: Trật tự tính từ và danh từ || HD: Tính từ 'delicious' phải đứng trước 'cake'.
tutor: The woman beautiful entered the room.,The beautiful woman entered the room. || Lỗi: Trật tự tính từ và danh từ || HD: 'Beautiful' đứng trước 'woman'.
tutor: They lived in a house big and old.,"They lived in a big, old house. || Lỗi: Trật tự tính từ và danh từ || HD: Các tính từ phải đứng trước danh từ, cách nhau dấu phẩy."
tutor: This is an information important.,"This is important information. || Lỗi: Trật tự tính từ và danh từ + sai mạo từ || HD: 'Information' không dùng 'an', và tính từ 'important' đứng trước danh từ."
tutor: My father is a best cook.,My father is the best cook. || Lỗi: Sai mạo từ trong so sánh nhất || HD: So sánh nhất luôn dùng 'the'.
tutor: I enjoyed the movie very well.,"I enjoyed the movie very much. || Lỗi: Dịch word-by-word (dùng sai trạng từ) || HD: 'Enjoy' đi với 'very much', không dùng 'very well'."
tutor: She doesn't like very much him.,She doesn't like him very much. || Lỗi: Trật tự trạng từ || HD: 'Very much' đứng cuối câu sau tân ngữ 'him'.
tutor: I go to a gym twice a week. (đúng),"I go to the gym twice a week. || Lỗi: Sai mạo từ (nếu muốn nói phòng gym cụ thể quen thuộc) || HD: Nếu là phòng gym quen thuộc, dùng 'the gym'."
tutor: He is as a teacher.,He is a teacher. || Lỗi: Dịch word-by-word (thêm 'as') || HD: Không cần 'as' khi nói nghề nghiệp.
tutor: I have a dream wonderful.,I have a wonderful dream. || Lỗi: Trật tự tính từ và danh từ || HD: 'Wonderful' đứng trước 'dream'.
tutor: The sun shines in a sky.,"The sun shines in the sky. || Lỗi: Sai mạo từ || HD: 'Sky' là thứ duy nhất, dùng 'the'."
tutor: He plays an instrument beautifully. (đúng),"He plays the instrument beautifully. || Lỗi: Sai mạo từ (nếu nói cụ thể piano đã biết) || HD: Nếu chỉ nhạc cụ cụ thể đã xác định, dùng 'the'."
tutor: I got up early in the morning today. (đúng),I got up early this morning. || Lỗi: Dịch word-by-word (dùng 'in the morning today' dư thừa) || HD: Nói 'this morning' gọn và tự nhiên hơn.
tutor: She is a only child.,"She is an only child. || Lỗi: Sai mạo từ || HD: 'Only' bắt đầu nguyên âm, dùng 'an'."
tutor: We are in the same class. (đúng),We are in the same class. || Lỗi: Không lỗi || HD: Câu đúng; 'the same' luôn có 'the'.
tutor: My sister has a beautiful long hair.,"My sister has beautiful long hair. || Lỗi: Sai mạo từ || HD: 'Hair' không đếm được khi nói chung về mái tóc, không dùng 'a'."
tutor: I want to get a information about the course.,"I want to get information about the course. || Lỗi: Sai mạo từ || HD: 'Information' không đếm được, không 'a'."
tutor: She gave me a useful advice.,"She gave me some useful advice. || Lỗi: Sai mạo từ || HD: 'Advice' không đếm được, dùng 'some'."
tutor: He works hardly to support his family.,"He works hard to support his family. || Lỗi: Dịch word-by-word (dùng 'hardly' sai) || HD: 'Hardly' có nghĩa là hầu như không, còn 'hard' mới là trạng từ của sự chăm chỉ."
tutor: I have a lot of homeworks.,"I have a lot of homework. || Lỗi: Dịch word-by-word (thêm số nhiều) || HD: 'Homework' không đếm được, không thêm 's'."
tutor: The child is enough old to go to school.,The child is old enough to go to school. || Lỗi: Trật tự từ với 'enough' || HD: 'Enough' đứng sau tính từ: 'old enough'.
tutor: She is a girl pretty.,She is a pretty girl. || Lỗi: Trật tự tính từ và danh từ || HD: Tính từ 'pretty' đứng trước danh từ 'girl'.
tutor: I like very much this book.,I like this book very much. || Lỗi: Trật tự trạng từ || HD: 'Very much' cuối câu sau tân ngữ 'this book'.
tutor: He can play the piano very good.,He can play the piano very well. || Lỗi: Dịch word-by-word (dùng tính từ thay trạng từ) || HD: Dùng 'well' (trạng từ) để bổ nghĩa cho 'play'.
tutor: They are living in a city big and noisy.,"They are living in a big, noisy city. || Lỗi: Trật tự tính từ và danh từ || HD: Tính từ đứng trước danh từ."
tutor: I want to find a job better.,I want to find a better job. || Lỗi: Trật tự tính từ và danh từ || HD: Tính từ 'better' đứng trước danh từ 'job'.
tutor: This is a most expensive restaurant in town.,This is the most expensive restaurant in town. || Lỗi: Sai mạo từ || HD: So sánh nhất cần 'the'.
tutor: I go to work by the car.,I go to work by car. || Lỗi: Sai mạo từ || HD: 'By car' không có mạo từ.
tutor: She bought two breads.,"She bought two loaves of bread. || Lỗi: Dịch word-by-word (đếm danh từ không đếm được) || HD: 'Bread' không đếm được, phải dùng 'loaves of bread'."
tutor: He is not a honest person.,"He is not an honest person. || Lỗi: Sai mạo từ || HD: 'Honest' bắt đầu phụ âm câm, dùng 'an'."
tutor: The company gave me an one-week holiday.,"The company gave me a one-week holiday. || Lỗi: Sai mạo từ || HD: 'One' bắt đầu với âm /w/, là phụ âm, nên dùng 'a'."
tutor: I have a red big apple.,I have a big red apple. || Lỗi: Trật tự tính từ || HD: Quy tắc OSASCOMP: kích thước (big) trước màu sắc (red).
tutor: She wore a silk beautiful dress.,She wore a beautiful silk dress. || Lỗi: Trật tự tính từ || HD: Tính từ chỉ ý kiến (beautiful) đứng trước chất liệu (silk).
tutor: I know him since 2010.,I have known him since 2010. || Lỗi: Dịch word-by-word (thiếu thì hoàn thành) || HD: 'Since' cần thì hiện tại hoàn thành.
tutor: The man is who I met yesterday.,The man is the one who I met yesterday. / The man whom I met yesterday. || Lỗi: Dịch word-byword (sai cấu trúc) || HD: Câu thiếu danh từ hoặc cần cấu trúc khác: 'The man is the one' hoặc 'He is the man whom...'.
tutor: I want to know where is the station.,I want to know where the station is. || Lỗi: Trật tự từ trong câu gián tiếp || HD: Câu hỏi gián tiếp không đảo trợ động từ: where the station is.
tutor: She said me that she was tired.,"She said to me that she was tired. / She told me... || Lỗi: Dịch word-byword (sai cấu trúc 'say to') || HD: 'Say' không đi trực tiếp với tân ngữ chỉ người, cần 'say to me' hoặc dùng 'told me'."
tutor: He is more stronger than me.,"He is stronger than me. || Lỗi: Dịch word-by-word (thừa 'more') || HD: Tính từ ngắn so sánh hơn thêm '-er', không dùng cả 'more'."
tutor: I often enjoy to watch movies.,"I often enjoy watching movies. || Lỗi: Dịch word-by-word (dùng to-V sau 'enjoy') || HD: 'Enjoy' đi với V-ing, không phải to-V."
tutor: She doesn't has a car.,"She doesn't have a car. || Lỗi: Dịch word-by-word (sai trợ động từ) || HD: Sau 'doesn't' là động từ nguyên thể 'have', không phải 'has'."
tutor: How many people there are?,How many people are there? || Lỗi: Trật tự từ trong câu hỏi || HD: Câu hỏi đảo trợ động từ: 'are there'.
tutor: I am not agree with you.,"I don't agree with you. || Lỗi: Dịch word-by-word (dùng to be thay trợ động từ) || HD: Dùng trợ động từ 'do' cho động từ thường, không dùng 'am not'."
tutor: She has been to the Paris.,She has been to Paris. || Lỗi: Sai mạo từ || HD: Tên thành phố không dùng 'the'.
tutor: My uncle is a richest man in town.,My uncle is the richest man in town. || Lỗi: Sai mạo từ || HD: So sánh nhất dùng 'the'.
tutor: Please give me an water.,"Please give me some water. || Lỗi: Sai mạo từ || HD: 'Water' không đếm được, không dùng 'an'."
tutor: I saw a bird blue on the tree.,I saw a blue bird in the tree. || Lỗi: Trật tự tính từ và danh từ + giới từ || HD: 'Blue' đứng trước 'bird'; chim đậu trên cây dùng 'in the tree'.
tutor: She plays always tennis on Sundays.,She always plays tennis on Sundays. || Lỗi: Trật tự trạng từ || HD: 'Always' đứng trước động từ thường 'plays'.
tutor: I need a new computer. (đúng),I need a new computer. || Lỗi: Không lỗi || HD: Câu đúng; 'a' đi với danh từ số ít đếm được.
tutor: He gave me a useful tool. (đúng),"He gave me a useful tool. || Lỗi: Không lỗi || HD: Mặc dù 'useful' bắt đầu bằng 'u' nhưng phát âm /ju:/ (phụ âm), nên dùng 'a'."
tutor: I saw the an elephant.,I saw an elephant. || Lỗi: Dịch word-by-word (thừa mạo từ) || HD: Chỉ cần một mạo từ 'an'.
tutor: She is a best dancer.,She is the best dancer. || Lỗi: Sai mạo từ || HD: So sánh nhất dùng 'the'.
tutor: I go to a school by bus.,I go to school by bus. || Lỗi: Sai mạo từ || HD: 'Go to school' không dùng 'a'.
tutor: It is a hour drive from here.,"It is an hour's drive from here. || Lỗi: Sai mạo từ || HD: 'Hour' bắt đầu âm nguyên âm, dùng 'an'; sở hữu cách 'hour's'."
"tutor: My father is tall, dark and handsome. (đúng)","My father is tall, dark and handsome. || Lỗi: Không lỗi || HD: Tính từ đứng sau to be hoàn toàn đúng."
tutor: I feel happily.,"I feel happy. || Lỗi: Dịch word-by-word (dùng trạng từ thay tính từ) || HD: Sau động từ tri giác 'feel', dùng tính từ 'happy'."
tutor: She arrived at the station early.,She arrived at the station early. || Lỗi: Không lỗi || HD: Trạng từ 'early' có thể đứng cuối câu.
tutor: He quickly runs.,He runs quickly. || Lỗi: Trật tự trạng từ không tự nhiên || HD: Trạng từ chỉ cách thức thường đứng sau động từ hoặc cuối câu.
tutor: She has a coffee every morning. (có thể chấp nhận được),"She has coffee every morning. || Lỗi: Sai mạo từ (thường không dùng 'a' với đồ uống nói chung) || HD: 'Have coffee' chỉ thói quen uống cà phê, không cần 'a'."
tutor: I go to the work by bus.,I go to work by bus. || Lỗi: Sai mạo từ || HD: 'Go to work' không có 'the'.
"tutor: He didn't go to university. (đúng, British English)",He didn't go to university. || Lỗi: Không lỗi || HD: Tiếng Anh-Anh nói 'go to university' không mạo từ.
tutor: I need a piece of paper. (đúng),"I need a piece of paper. || Lỗi: Không lỗi || HD: 'Paper' đếm được với nghĩa tờ giấy, dùng 'a piece of paper' hoặc 'a sheet of paper'."
tutor: She is a European.,"She is a European. || Lỗi: Không lỗi || HD: 'European' bắt đầu phụ âm /j/, dùng 'a'."
tutor: I don't have many money.,"I don't have much money. || Lỗi: Dịch word-by-word (dùng 'many' sai) || HD: 'Money' không đếm được, dùng 'much'."
tutor: He is more better than his brother.,"He is better than his brother. || Lỗi: Dịch word-by-word (thừa 'more') || HD: 'Better' đã là so sánh hơn, không dùng 'more'."
tutor: The movie was very bored.,"The movie was very boring. || Lỗi: Dịch word-by-word (nhầm -ed và -ing) || HD: 'Boring' miêu tả tính chất của bộ phim, khiến người xem chán."
tutor: I am boring with this class.,"I am bored with this class. || Lỗi: Dịch word-by-word (nhầm -ed và -ing) || HD: 'Bored' chỉ cảm giác của người nói, 'boring' chỉ tính chất."
tutor: He speaks English very well. (đúng),"He speaks English very well. || Lỗi: Không lỗi || HD: Trạng từ 'well' bổ nghĩa đúng, vị trí cuối câu."
tutor: I have ever been to Paris.,"I have been to Paris. / Have you ever been to Paris? || Lỗi: Dịch word-by-word (dùng 'ever' sai) || HD: 'Ever' dùng trong câu hỏi hoặc câu phủ định, không dùng đơn độc trong câu khẳng định không có 'never'."
"tutor: If I will see him, I will tell him.","If I see him, I will tell him. || Lỗi: Dịch word-by-word (dùng 'will' ở mệnh đề if) || HD: Mệnh đề 'if' chỉ dùng thì hiện tại đơn cho tương lai."
tutor: He is a friend of mine. (đúng),He is a friend of mine. || Lỗi: Không lỗi || HD: Cấu trúc sở hữu kép 'a friend of mine' đúng.
tutor: My sister is older than me. (đúng),My sister is older than me. || Lỗi: Không lỗi || HD: So sánh hơn đúng với 'older'.
tutor: We go to the school together.,"We go to school together. || Lỗi: Sai mạo từ || HD: 'Go to school' là đi học, không 'the'."
tutor: She is a teacher very good.,"She is a very good teacher. || Lỗi: Trật tự trạng từ và tính từ trước danh từ || HD: 'Very' bổ nghĩa cho 'good', cả cụm đứng trước danh từ 'teacher'."
tutor: I like a dogs.,I like dogs. || Lỗi: Sai mạo từ || HD: 'Dogs' số nhiều không dùng 'a'; nói chung không cần mạo từ.
tutor: She went to the USA. (đúng),"She went to the USA. || Lỗi: Không lỗi || HD: Một số quốc gia có 'the' như the USA, the UK."
